S. No.,Emp ID,BU,Current Grade,Current Band Equivalence,Designation,Unique Job,Hay Score,Job Family/ Function mapping (as per finalised list) ,Sub Job Family,Department Group,Department,AA Emp. Code,Functional Emp. Code,Current CTC (in lakhs)
"1,186",AB1197,BU-B,M6,L7,Senior Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1192,AB1192,10.58
"1,187",AB1198,BU-B,M6,L7,Senior Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1192,AB1192,10.29
"1,189",AB1200,BU-B,M6,L7,Senior Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1192,AB1192,7.49
"1,201",AB1212,BU-A,M6,L7,Senior Executive ,Logistics Executive,240,Supply Chain Management,Logistics,Supply Chain Management,Commercial,AB1211,AB1211,5.65
"1,202",AB1213,BU-A,M6,L7,Executive ,Logistics Executive,240,Supply Chain Management,Logistics,Supply Chain Management,Commercial,AB1211,AB1211,8.47
"1,204",AB1215,BU-A,M6,L7,Senior Executive,Logistics Executive,240,Supply Chain Management,Logistics,Supply Chain Management,Commercial,AB1214,AB1214,6.86
"1,205",AB1216,BU-A,M6,L7,Executive ,Stores Executive ,228,Supply Chain Management,Stores,Supply Chain Management,Stores,AB1214,AB1214,8.47
"1,206",AB1217,BU-A,M6,L7,Executive,Stores Executive ,228,Supply Chain Management,Stores,Supply Chain Management,Stores,AB1214,AB1214,8.11
"1,207",AB1218,BU-A,M6,L7,Executive ,Stores Executive ,228,Supply Chain Management,Stores,Supply Chain Management,Stores,AB1214,AB1214,6.45
"1,208",AB1219,BU-A,M6,L7,Senior Executive,Stores Executive ,228,Supply Chain Management,Stores,Supply Chain Management,Stores,AB1214,AB1214,8.52
"1,210",AB1221,BU-A,M6,L7,Senior Executive,Procurement Executive - BU-A,240,Supply Chain Management,Materials/ Strategic Sourcing,Supply Chain Management,Materials,AB1239,AB1239,8.04
"1,224",AB1235,BU-B,M6,L7,Assistant Manager,Technical Services Executive,247,Operational Excellence,Technical Services,Operational Excellence,Technical Services,AB554,AB554,11.34
"1,225",AB1236,BU-A,M5,L7,Assistant Manager,Procurement Executive - BU-A,240,Supply Chain Management,Materials/ Strategic Sourcing,Supply Chain Management,Materials,AB1239,AB1239,8.00
"1,231",AB1242,BU-C,M5,L7,Assistant Manager,Lead-Logistics-Unit,275,Supply Chain Management,Logistics,Supply Chain Management,Commercial,AB1247,AB966,17.36
"1,234",AB1245,BU-B,M5,L7,Assistant Manager,Technical Services Executive,247,Operational Excellence,Technical Services,Operational Excellence,Technical Services,AB554,AB554,10.52
"1,235",AB1246,BU-C,M5,L7,Assistant Manager,Lead-Logistics-Unit,275,Supply Chain Management,Logistics,Supply Chain Management,Commercial,AB1247,AB966,11.57
"1,241",AB1252,BU-B,M6,L7,Senior Executive,Logistics Executive,240,Supply Chain Management,Logistics,Supply Chain Management,Commercial,AB975,AB1259,6.82
"1,245",AB1256,BU-C,M5,L7,Assistant Manager,Logistics Executive,240,Supply Chain Management,Logistics,Supply Chain Management,Materials,AB1254,AB991,11.43
"1,246",AB1257,BU-C,M6,L7,Senior Executive,Stores Executive ,228,Supply Chain Management,Stores,Supply Chain Management,Stores,AB1254,AB991,6.09
"1,249",AB1260,BU-B,M5,L7,Assistant Manager,Procurement Executive - BU-B,240,Supply Chain Management,Materials/ Strategic Sourcing,Supply Chain Management,Materials,AB1259,AB1259,12.41
"1,250",AB1261,BU-B,M5,L7,Assistant Manager,Lead-Logistics-Unit,275,Supply Chain Management,Logistics,Supply Chain Management,Commercial,AB1259,AB1259,11.53
"1,257",AB1268,HO,M5,L7,Assistant Manager,Logistics Executive,240,Supply Chain Management,Logistics,Supply Chain Management,Commercial,AB1277,AB1277,10.71
"1,258",AB1269,HO,M5,L7,Assistant Manager,Lead-Logistics-Unit,275,Supply Chain Management,Logistics,Supply Chain Management,Commercial,AB1277,AB1277,12.43
"1,259",AB1270,HO,M6,L7,Senior Executive,Logistics Executive,240,Supply Chain Management,Logistics,Supply Chain Management,Commercial,AB1277,AB1277,10.13
"1,261",AB1272,HO,M5,L7,Senior Executive,Logistics Executive,240,Supply Chain Management,Logistics,Supply Chain Management,Commercial,AB408,AB408,8.00
"1,262",AB1273,HO,M5,L7,Assistant Manager,Lead-Raw Materials Procurement (CRP) ,438,Supply Chain Management,Materials/ Strategic Sourcing,Supply Chain Management,Materials,AB1276,AB1276,15.71
"1,267",AB1278,HO,M5,L7,Assistant Manager,ERP Specialist (SAP),252,Supply Chain Management,Materials/ Strategic Sourcing,Supply Chain Management,Materials,AB1276,AB1276,13.10
"1,270",AB1281,HO,M5,L7,Assistant Manager,Documentation Executive,235,Supply Chain Management,Documentation,Supply Chain Management,Commercial,AB1277,AB1277,11.02
"1,271",AB1282,HO,M6,L7,Senior Executive,Documentation Executive,235,Supply Chain Management,Documentation,Supply Chain Management,Commercial,AB1277,AB229,6.80
"1,272",AB1283,HO,M5,L7,Assistant Manager,Logistics Executive,240,Supply Chain Management,Logistics,Supply Chain Management,Commercial,AB1275,AB1277,10.50
"1,277",AB1288,HO,M6,L7,Senior Executive,Procurement Executive - HO,240,Innovation & Technology,Materials/ Strategic Sourcing,Technology,Research & Development,AB338,AB338,5.00
"1,278",AB1289,HO,M6,L7,Senior Executive,Synthesis Researcher- R&D,245,Innovation & Technology,Research & Development,Technology,Research & Development,AB355,AB355,6.40
"1,279",AB1290,HO,M6,L7,Senior Executive,Synthesis Researcher- R&D,245,Innovation & Technology,Research & Development,Technology,Research & Development,AB353,AB353,7.50
"1,281",AB1292,HO,M6,L7,Senior Executive,Procurement Executive - HO,240,Supply Chain Management,Materials/ Strategic Sourcing,Supply Chain Management,Materials,AB1276,AB1276,4.67
"1,283",AB1294,HO,M5,L7,Assistant Manager,Executive- Environment,240,Operational Excellence,Environment,Operational Excellence,Environment,AB569,AB569,5.50
"1,285",AB1296,HO,M6,L7,Senior Executive,Production Planning & Inventory Control (PPIC) Executive,247,Operational Excellence,Production Planning & Inventory Control (PPIC),Operational Excellence,Operational Excellence,AB564,AB564,4.68
"1,286",AB1297,HO,M6,L7,Senior Executive,Engineer- Process Engineering,247,Innovation & Technology,Process Engineering,Technology,Process Engineering,AB413,AB413,4.68
"1,287",AB1298,HO,M6,L7,Senior Executive,Engineer- Process Engineering,247,Innovation & Technology,Process Engineering,Technology,Process Engineering,AB414,AB414,4.68
"1,289",AB1300,HO,M6,L7,Senior Executive,Executive- Safety & Health,240,Operational Excellence,Safety & Health,Operational Excellence,Safety,AB575,AB575,4.68
"1,290",AB1301,BU-C,M5,L7,Assistant Manager,Sales Executive,240,Marketing & Product Management,Sales & Marketing,Marketing & BD,Sales & Marketing,AB463,AB463,6.60
"1,291",AB1302,BU-C,M5,L7,Assistant Manager,Sales Executive,240,Marketing & Product Management,Sales & Marketing,Marketing & BD,Sales & Marketing,AB470,AB470,6.60
"1,292",AB1303,BU-C,M5,L7,Assistant Manager,Sales Executive,240,Marketing & Product Management,Sales & Marketing,Marketing & BD,Sales & Marketing,AB476,AB476,6.60
"1,294",AB1305,HO,M5,L7,Assistant Manager,Piloting & Process Engineer -R&D,275,Innovation & Technology,Research & Development,Technology,Research & Development,AB357,AB357,7.70
"1,298",AB1309,HO,M6,L7,Senior Executive,Piloting & Process Engineer -R&D,275,Innovation & Technology,Research & Development,Technology,Research & Development,AB357,AB357,4.68
"1,299",AB1310,HO,M6,L7,Senior Executive,Piloting & Process Engineer -R&D,275,Innovation & Technology,Research & Development,Technology,Research & Development,AB357,AB357,4.68
"1,300",AB1311,HO,M6,L7,Senior Executive,Piloting & Process Engineer -R&D,275,Innovation & Technology,Research & Development,Technology,Research & Development,AB408,AB408,4.68
"1,322",AB1333,BU-A,M6,L7,Senior Executive,Mechanical Engineer,228,Engineering,Mechanical Engineering,Engineering,Engineering,AB031,AB031,7.80
46,AB057,BU-A,M8,L8,Assistant Officer,Utilities Engineer,228,Engineering,Utilities Engineering,Engineering,Engineering,AB033,AB032,5.56
47,AB058,BU-A,M7,L8,Executive,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB039,AB039,7.81
48,AB059,BU-A,M7,L8,Executive,Electrical Engineer,228,Engineering,Electrical Engineering,Engineering,Engineering,AB041,AB029,6.90
49,AB060,BU-A,M7,L8,Executive,Electrical Engineer,228,Engineering,Electrical Engineering,Engineering,Engineering,AB041,AB029,5.55
51,AB062,BU-A,M7,L8,Executive,Electrical Engineer,228,Engineering,Electrical Engineering,Engineering,Engineering,AB028,AB029,6.63
52,AB063,BU-A,M8,L8,Assistant Officer,Electrical Engineer,228,Engineering,Electrical Engineering,Engineering,Engineering,AB041,AB029,8.14
53,AB064,BU-A,M8,L8,Assistant Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB028,AB029,4.67
54,AB065,BU-A,M8,L8,Assistant Officer,Electrical Engineer,228,Engineering,Electrical Engineering,Engineering,Engineering,AB041,AB029,5.88
55,AB066,BU-A,M7,L8,Executive,Electrical Engineer,228,Engineering,Electrical Engineering,Engineering,Engineering,AB028,AB029,4.08
56,AB067,BU-A,M7,L8,Executive,Instrumentation Engineer,228,Engineering,Instrumentation Engineering,Engineering,Engineering,AB103,AB103,9.08
57,AB068,BU-A,M7,L8,Officer,Instrumentation Engineer,228,Engineering,Instrumentation Engineering,Engineering,Engineering,AB103,AB103,7.07
58,AB069,BU-A,M8,L8,Assistant Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB103,AB103,6.53
59,AB070,BU-A,M8,L8,Assistant Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB103,AB103,5.84
60,AB071,BU-A,M7,L8,Officer,Instrumentation Engineer,228,Engineering,Instrumentation Engineering,Engineering,Engineering,AB103,AB103,4.85
61,AB072,BU-A,M8,L8,Assistant Officer,Instrumentation Engineer,228,Engineering,Instrumentation Engineering,Engineering,Engineering,AB103,AB103,3.69
62,AB073,BU-A,M7,L8,Officer ,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB103,AB103,5.35
63,AB074,BU-A,M7,L8,Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB103,AB103,4.93
64,AB075,BU-A,M8,L8,Assistant Officer,Instrumentation Engineer,228,Engineering,Instrumentation Engineering,Engineering,Engineering,AB103,AB103,3.47
67,AB078,BU-A,M7,L8,Executive,Mechanical Engineer,228,Engineering,Mechanical Engineering,Engineering,Engineering,AB045,AB045,4.19
69,AB080,BU-A,M7,L8,Officer,Documentation Executive,235,Engineering,Documentation,Engineering,Engineering,AB030,AB030,7.65
70,AB081,BU-A,M8,L8,Assistant Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB045,AB045,8.87
71,AB082,BU-A,M8,L8,Assistant Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB046,AB046,8.77
72,AB083,BU-A,M8,L8,Assistant Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB046,AB046,6.42
73,AB084,BU-A,M7,L8,Officer ,Mechanical Engineer,228,Engineering,Mechanical Engineering,Engineering,Engineering,AB045,AB045,5.46
74,AB085,BU-A,M7,L8,Executive,Mechanical Engineer,228,Engineering,Mechanical Engineering,Engineering,Engineering,AB045,AB045,3.32
76,AB087,BU-A,M7,L8,Executive ,Mechanical Engineer,228,Engineering,Mechanical Engineering,Engineering,Engineering,AB046,AB046,3.55
77,AB088,BU-A,M8,L8,Assistant Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB045,AB045,4.50
78,AB089,BU-A,M7,L8,Executive,Mechanical Engineer,228,Engineering,Mechanical Engineering,Engineering,Engineering,AB031,AB031,3.85
79,AB090,BU-A,M7,L8,Executive,Utilities Engineer,228,Engineering,Utilities Engineering,Engineering,Engineering,AB051,AB032,9.24
80,AB091,BU-A,M7,L8,Executive,Utilities Engineer,228,Engineering,Utilities Engineering,Engineering,Engineering,AB033,AB032,8.16
81,AB092,BU-A,M8,L8,Assistant Officer,Utilities Engineer,228,Engineering,Utilities Engineering,Engineering,Engineering,AB033,AB032,8.60
82,AB093,BU-A,M7,L8,Officer ,Utilities Engineer,228,Engineering,Utilities Engineering,Engineering,Engineering,AB033,AB032,7.19
83,AB094,BU-A,M8,L8,Assistant Officer,Utilities Engineer,228,Engineering,Utilities Engineering,Engineering,Engineering,AB051,AB032,7.00
84,AB095,BU-A,M7,L8,Officer,Utilities Engineer,228,Engineering,Utilities Engineering,Engineering,Engineering,AB051,AB032,7.81
85,AB096,BU-A,M7,L8,Officer ,Utilities Engineer,228,Engineering,Utilities Engineering,Engineering,Engineering,AB114,AB032,6.15
86,AB097,BU-A,M8,L8,Assistant Officer,Utilities Engineer,228,Engineering,Utilities Engineering,Engineering,Engineering,AB033,AB032,5.23
87,AB098,BU-A,M8,L8,Assistant Officer,Utilities Engineer,228,Engineering,Utilities Engineering,Engineering,Engineering,AB033,AB032,4.01
88,AB099,BU-A,M8,L8,Assistant Officer,Utilities Engineer,228,Engineering,Utilities Engineering,Engineering,Engineering,AB033,AB032,5.82
89,AB100,BU-A,M8,L8,Assistant Officer,Utilities Engineer,228,Engineering,Utilities Engineering,Engineering,Engineering,AB114,AB032,6.22
90,AB101,BU-A,M7,L8,Officer,Utilities Engineer,228,Engineering,Utilities Engineering,Engineering,Engineering,AB114,AB032,5.36
91,AB102,BU-A,M8,L8,Assistant Officer,Utilities Engineer,228,Engineering,Utilities Engineering,Engineering,Engineering,AB114,AB032,3.83
93,AB104,BU-A,M7,L8,Officer,Electrical Engineer,228,Engineering,Electrical Engineering,Engineering,Engineering,AB028,AB029,6.80
95,AB106,BU-A,M8,L8,Assistant Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB031,AB031,3.20
96,AB107,BU-A,M7,L8,Executive,Mechanical Engineer,228,Engineering,Mechanical Engineering,Engineering,Engineering,AB046,AB046,4.20
97,AB108,BU-A,M7,L8,Executive,Electrical Engineer,228,Engineering,Electrical Engineering,Engineering,Engineering,AB041,AB029,3.25
98,AB109,BU-A,M7,L8,Executive,Electrical Engineer,228,Engineering,Electrical Engineering,Engineering,Engineering,AB028,AB029,6.10
99,AB110,BU-A,M7,L8,Executive,Capex & Documentation Engineer,240,Engineering,CAPEX & MOC,Engineering,Engineering,AB038,AB038,2.80
100,AB111,BU-A,M7,L8,Executive,Electrical Engineer,228,Engineering,Electrical Engineering,Engineering,Engineering,AB028,AB029,5.50
101,AB112,BU-A,M7,L8,Officer,Draftsmen,199,Engineering,Mechanical Engineering,Engineering,Engineering,AB313,AB030,5.00
102,AB113,BU-A,M8,L8,Assistant Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB045,AB045,4.70
104,AB115,BU-A,M7,L8,Engineering,Mechanical Engineer,228,Engineering,Mechanical Engineering,Engineering,Engineering,AB045,AB045,7.80
105,AB116,BU-C,M7,L8,Executive,Mechanical Engineer,228,Engineering,Mechanical Engineering,Engineering,Engineering,AB138,AB966,7.63
107,AB118,BU-C,M7,L8,Executive,Electrical Engineer,228,Engineering,Electrical Engineering,Engineering,Engineering,AB138,AB138,9.52
108,AB119,BU-C,M7,L8,Executive,Lead-Utilities,344,Engineering,Utilities Engineering,Engineering,Engineering,AB138,AB966,8.02
110,AB121,BU-C,M7,L8,Executive,Electrical Engineer,228,Engineering,Electrical Engineering,Engineering,Engineering,AB138,AB138,6.11
111,AB122,BU-C,M8,L8,Officer,Mechanical Engineer,228,Engineering,Mechanical Engineering,Engineering,Engineering,AB138,AB966,4.19
112,AB123,BU-C,M8,L8,Assistant Officer,Utilities Engineer,228,Engineering,Utilities Engineering,Engineering,Engineering,AB138,AB966,5.95
113,AB124,BU-C,M7,L8,Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB138,AB966,3.69
114,AB125,BU-C,M7,L8,Executive,Electrical Engineer,228,Engineering,Electrical Engineering,Engineering,Engineering,AB138,AB138,6.22
115,AB126,BU-C,M7,L8,Executive,Capex & Documentation Engineer,240,Engineering,CAPEX & MOC,Engineering,Engineering,AB138,AB966,3.80
116,AB127,BU-C,M7,L8,Officer,Utilities Engineer,228,Engineering,Utilities Engineering,Engineering,Engineering,AB138,AB966,4.72
117,AB128,BU-C,M8,L8,Assistant Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB138,AB966,3.65
120,AB131,BU-C,M8,L8,Assistant Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB138,AB966,3.82
121,AB132,BU-C,M8,L8,Assistant Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB138,AB966,3.49
122,AB133,BU-C,M7,L8,Executive,Instrumentation Engineer,228,Engineering,Instrumentation Engineering,Engineering,Engineering,AB138,AB966,5.79
123,AB134,BU-C,M7,L8,Executive,Electrical Engineer,228,Engineering,Electrical Engineering,Engineering,Engineering,AB138,AB138,5.89
124,AB135,BU-C,M7,L8,Executive,Mechanical Engineer,228,Engineering,Mechanical Engineering,Engineering,Engineering,AB138,AB966,6.43
126,AB137,BU-C,M8,L8,Assistant Officer,Utilities Engineer,228,Engineering,Utilities Engineering,Engineering,Engineering,AB138,AB966,4.35
128,AB139,BU-C,M8,L8,Assistant Officer,Utilities Engineer,228,Engineering,Utilities Engineering,Engineering,Engineering,AB138,AB966,4.05
129,AB140,BU-C,M8,L8,Assistant Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB138,AB966,5.20
130,AB141,BU-C,M8,L8,Assistant Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB138,AB966,3.40
131,AB142,BU-C,M8,L8,Assistant Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB138,AB966,3.40
132,AB143,BU-C,M8,L8,Assistant Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB138,AB966,4.50
133,AB144,BU-C,M7,L8,Executive,Instrumentation Engineer,228,Engineering,Instrumentation Engineering,Engineering,Engineering,AB138,AB966,6.37
134,AB145,BU-C,M8,L8,Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB138,AB966,5.95
135,AB146,BU-C,M8,L8,Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB138,AB966,5.27
136,AB147,BU-C,M8,L8,Assistant Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB138,AB966,5.10
137,AB148,BU-C,M8,L8,Assistant Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB138,AB966,3.40
142,AB153,BU-B,M7,L8,Executive,Utilities Engineer,228,Engineering,Utilities Engineering,Engineering,Engineering,AB975,AB975,8.32
143,AB154,BU-B,M7,L8,Executive,Lead - Electrical/ Instrumentation,344,Engineering,Electrical Engineering,Engineering,Engineering,AB975,AB975,5.44
145,AB156,BU-B,M7,L8,Executive,Utilities Engineer,228,Engineering,Utilities Engineering,Engineering,Engineering,AB975,AB975,8.38
158,AB169,BU-C,M8,L8,Officer ,Utilities Engineer,228,Engineering,Utilities Engineering,Engineering,Engineering,AB166,AB194,3.33
159,AB170,BU-C,M8,L8,Officer,Utilities Engineer,228,Engineering,Utilities Engineering,Engineering,Engineering,AB168,AB194,3.70
160,AB171,BU-C,M8,L8,Officer,Utilities Engineer,228,Engineering,Utilities Engineering,Engineering,Engineering,AB167,AB194,3.52
161,AB172,BU-C,M8,L8,Officer,Utilities Engineer,228,Engineering,Utilities Engineering,Engineering,Engineering,AB166,AB194,3.51
163,AB174,BU-C,M8,L8,Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB166,AB194,2.96
164,AB175,BU-C,M8,L8,Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB158,AB194,3.85
165,AB176,BU-C,M8,L8,Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB167,AB194,3.12
166,AB177,BU-C,M8,L8,Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB167,AB194,2.96
168,AB179,BU-C,M7,L8,Executive,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB161,AB194,3.83
169,AB180,BU-C,M7,L8,Executive,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB161,AB194,5.52
170,AB181,BU-C,M8,L8,Officer,Utilities Engineer,228,Engineering,Utilities Engineering,Engineering,Engineering,AB168,AB194,3.39
171,AB182,BU-C,M8,L8,Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB161,AB194,4.09
172,AB183,BU-C,M8,L8,Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB161,AB194,2.64
173,AB184,BU-C,M8,L8,Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB168,AB194,2.70
174,AB185,BU-C,M8,L8,Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB161,AB194,2.55
175,AB186,BU-C,M8,L8,Officer,Utilities Engineer,228,Engineering,Utilities Engineering,Engineering,Engineering,AB166,AB194,3.15
176,AB187,BU-C,M8,L8,Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB161,AB194,2.10
177,AB188,BU-C,M8,L8,Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB161,AB194,2.19
178,AB189,BU-C,M8,L8,Officer,Mechanical Engineer,228,Engineering,Mechanical Engineering,Engineering,Engineering,AB161,AB194,2.38
179,AB190,BU-C,M8,L8,Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB160,AB194,2.37
180,AB191,BU-C,M8,L8,Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB166,AB194,2.14
181,AB192,BU-C,M8,L8,Officer ,Utilities Engineer,228,Engineering,Utilities Engineering,Engineering,Engineering,AB166,AB194,2.80
182,AB193,BU-C,M7,L8,Executive,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB167,AB194,3.36
193,AB204,BU-B,M7,L8,Executive,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB201,AB195,9.90
194,AB205,BU-B,M7,L8,Executive,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB201,AB195,9.90
195,AB206,BU-B,M7,L8,Executive,Section In charge- Electrical,284,Engineering,Electrical Engineering,Engineering,Engineering,AB227,AB227,6.04
196,AB207,BU-B,M7,L8,Executive,Section In charge- Electrical,284,Engineering,Electrical Engineering,Engineering,Engineering,AB227,AB227,3.86
197,AB208,BU-B,M7,L8,Executive,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB201,AB195,9.90
198,AB209,BU-B,M7,L8,Executive,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB199,AB195,8.61
199,AB210,BU-B,M7,L8,Executive,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB202,AB195,8.50
200,AB211,BU-B,M7,L8,Executive,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB202,AB195,8.35
201,AB212,BU-B,M8,L8,Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB202,AB195,9.25
202,AB213,BU-B,M7,L8,Executive,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB202,AB195,8.63
203,AB214,BU-B,M7,L8,Executive,Mechanical Engineer,228,Engineering,Mechanical Engineering,Engineering,Engineering,AB202,AB195,7.70
204,AB215,BU-B,M7,L8,Executive,Utilities Engineer,228,Engineering,Utilities Engineering,Engineering,Engineering,AB202,AB195,5.70
205,AB216,BU-B,M7,L8,Executive,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB202,AB195,9.20
206,AB217,BU-B,M8,L8,Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB202,AB195,7.98
207,AB218,BU-B,M8,L8,Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB202,AB195,8.89
208,AB219,BU-B,M7,L8,Executive,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB202,AB195,9.12
209,AB220,BU-B,M7,L8,Executive,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB202,AB195,7.52
210,AB221,BU-B,M8,L8,Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB202,AB195,8.41
211,AB222,BU-B,M8,L8,Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB202,AB195,7.43
212,AB223,BU-B,M7,L8,Executive,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB202,AB195,8.73
213,AB224,BU-B,M8,L8,Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB202,AB195,8.73
214,AB225,BU-B,M8,L8,Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB202,AB195,8.85
215,AB226,BU-B,M8,L8,Officer,Mechanical Engineer,228,Engineering,Mechanical Engineering,Engineering,Engineering,AB554,AB554,5.80
217,AB228,BU-B,M7,L8,Executive,Mechanical Engineer,228,Engineering,Mechanical Engineering,Engineering,Engineering,AB202,AB195,2.70
250,AB261,BU-A,M7,L8,Executive,Accounts Executive,247,Finance & Accounts,Finance & Accounts,Finance & Accounts,Finance & Accounts,AB234,AB234,7.53
251,AB262,BU-A,M7,L8,Executive,Accounts Executive,247,Finance & Accounts,Finance & Accounts,Finance & Accounts,Finance & Accounts,AB234,AB234,7.17
252,AB263,BU-A,M7,L8,Executive,Accounts Executive,247,Finance & Accounts,Finance & Accounts,Finance & Accounts,Finance & Accounts,AB234,AB234,6.03
253,AB264,BU-A,M7,L8,Executive,Accounts Executive,247,Finance & Accounts,Finance & Accounts,Finance & Accounts,Finance & Accounts,AB234,AB234,6.00
256,AB267,BU-C,M7,L8,Executive,Accounts Executive,247,Finance & Accounts,Finance & Accounts,Finance & Accounts,Finance & Accounts,AB237,AB966,5.40
277,AB288,HO,M7,L8,Executive,Finance Executive,247,Finance & Accounts,Finance & Accounts,Finance & Accounts,Finance & Accounts,AB232,AB232,7.94
311,AB322,BU-C,M7,L8,Executive,Site Lead-Administration & Security,291,HR & Admin.,Security & Administration,HR & Admin.,HR & Admin.,AB295,AB966,7.40
312,AB323,BU-B,M7,L8,Executive,Lead-Payroll & Benefits ,291,HR & Admin.,HR Operations & IR,HR & Admin.,HR & Admin.,AB312,AB312,5.23
321,AB332,BU-A,M7,L8,Officer ,Human Resource Executive,240,HR & Admin.,HR Operations & IR,HR & Admin.,HR & Admin.,AB300,AB300,4.60
322,AB333,BU-A,M7,L8,Executive ,Human Resource Executive,240,HR & Admin.,HR Operations & IR,HR & Admin.,HR & Admin.,AB300,AB300,4.69
323,AB334,BU-A,M7,L8,Executive ,Security Officer ,194,HR & Admin.,Security & Administration,HR & Admin.,HR & Admin.,AB324,AB324,5.76
325,AB336,BU-C,M7,L8,Executive,Human Resource Executive,240,HR & Admin.,HR Operations & IR,HR & Admin.,HR & Admin.,AB298,AB992,3.16
326,AB337,BU-B,M8,L8,Officer,Human Resource Executive,240,HR & Admin.,HR Operations & IR,HR & Admin.,HR & Admin.,AB312,AB312,5.42
